Item Type Metadata:NewspaperText,Item Type Metadata:Date of meeting,Item Type Metadata:Place,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,Item Type:Newspaper,Dublin Core:Date,itemType,geolocation:map_type,geolocation:address,Item Type Metadata:meeting date
"On Monday, the 27th, Mr. Dixon will address an open air meeting of coal miners, to be holden on Cronkey Shaw, at eleven o clock in the forenoon.",,Cronkey Shaw,53.6259906,-2.1590348,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"BARNSLEY.   The Barnsley Chartists are requested to meet at Pickering s Room, at two o clock on Sunday, on business of great importance.",,Barnsley,53.5527719,-1.4827755,7,Northern Star,25/11/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Mantz will deliver a lecture at the Political and Scientific Institution, Turn-again-lane, on Tuesday, November 28th, at eight precisely. ",,Political and scientific institute,51.5166222,-0.1047859,7,Northern Star,02/12/1843,Meeting,,,
,,,,,,,,,,,
"The Chartists of Lambeth are requested to assemble ou business of great importance at the New Hall, Blackfriars -road, on Monday, Dec. 4th, at half-past seven precisely.",,"The Chartists Of Lambeth Are Requested To Assemble Ou Business Of Great Importance At The New Hall, Blackfriars -road, On Monday, Dec",51.50791,-0.10476,7,Northern Star,02/12/1843,Meeting,,,
,,,,,,,,,,,
"Mr. J. Sherrard will lecture in the evening at seven o clock, Subject,  Protection for labour. ",,Mile End,51.5204259,-0.0551902,7,Northern Star,02/12/1843,Meeting,,,
,,,,,,,,,,,
"An Harmonic Meeting will be holden at the Feathers, Warren-street, Tottenham-court-road, on Monday, Dec. 11th, 1843, at eight o clock. The proceeds to be given to Mrs. Ellis.",,Feathers ,51.5242774,-0.1384081,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"SOMERS TOWN.   A lecture will be delivered at the Bricklayer s Arms, Tonbridge-street, Cromer-street, at half-past seven o clock precisely.",,Somers Town,51.5282528,-0.1241921,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"A Tea Festival and Ball will be given in honour of the opening of the new Chartist Hall, Blackfriars -road, corner of Webber-street. Alderman Humphrey, Esq,, M.P., will preside ; Feargus O Connor, Esq., will attend ; B. Wood, Esq., and T. & Duncombe, Esq., M.P., are invited and expected.",,"A Tea Festival And Ball Will Be Given In Honour Of The Opening Of The New Chartist Hall, Blackfriars -road, Corner Of Webber-street",51.50791,-0.10476,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"HOLLINWOOD.   Mr. Christopher Doyle, of Manchester, will deliver a lecture in the Chartist Room, Pew Nook, Hollinwood, on Sunday, the 10th of December, at six o clock in the evening. A collection will be made to defray expenses.",,Hollinwood,53.5182362,-2.1418375,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"NOTTINGHAM.   There will be a tea party held at H. Dorman s, Temperance House, Clare-street, on Tuesday, the 26th of December, tickets ninepence each. Tea at half-past four o clock.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Clarke s tour through Cornwall:   Camborne, Monday, 11th ; Penzance, 12th ; Hayle, 13th ; Redruth, 14th; Truro, lfifeh; again at Camborne on the 16th.	",,Mr,,,7,Northern Star,09/12/1843,Tour,,,
,,,,,,,,,,,
"Mr. Clarke will lecture through Devonshire on return to Bristol. Men of Devonshire, get up four meetings.	",,Mr,,,7,Northern Star,09/12/1843,Tour,,,
,,,,,,,,,,,
"A General Meeting of the members of the National Charter Association, residing in the neighbourhood of Huddersfield, will be holden in the Association room, Upperhead-row, on Tuesday, the 12th inst., for the purpose of nominating a new Council, under the new Plan of Organization. The meeting to commence at eight o clock.
",,Bradford,53.7941567,-1.7494778,7,Northern Star,09/12/1843,Meeting,,,
,,,,,,,,,,,
"MONKWEARMOUTH.   Mr. Dickinson will deliver a lecture at this place next Sunday, at two o'clock. Subject   The Science of Society.  Members will be enrolled at the close of the lecture.",,Monkwearmouth,54.9158901,-1.3728539,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"HEBDEN BRIDGE.   Mr. James Leach will lecture twice in the Democratic Chapel, Hebden Bridge-lanes, on Sunday, Dec. 17th ; in the afternoon at two o clock, and six in the evening.",,Hebden Bridge,53.7407227,-2.0093753,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"A Public Discussion will take place on Sunday, the 17th inst., in the Working Man s Institution, Hyde, between Mr. Samuel Sidebottom, author of a pamphlet, entitled the "" Local and General Reformer,  and Mr. J. M. Leach, an advocate of Chartist principles. The discussion will commence at two o clock1 in the afternoon, and continue until four o clock; after which time it will be adjourned until six o clock the same evening.",,Hyde,53.4474,-2.082,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"HYDE.   The Chartists who took out cards of membership, after Mr. O Connor s lecture, at Hyde, are requested to attend a meeting in the Working Man s Institution, on Sunday, the 17th inst., at two o clock in the afternoon, in the ground floor of the hall. Men of Hyde, fail not to attend. Bring your cards with you.",,Hyde,53.4474,-2.082,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"BURY.   Mr. William Dixon, of Manchester, will deliver a lecture on Sunday, (to-morrow), in the Garden-street Room, at six o clock in the evening, A Chartist tea party will be holden on Christmas Day, when Messrs. Isaac Barrow, of Bolton, John West, of Sheffield; and William Dixon, of Manchester; have promised to attend. Tea to be on the table at five o clock in the evening. Tickets for males one shilling each; for femmes ninepence each.",,Bury,53.593,-2.298,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"ROYTON, CHARTIST ROOM.   Mr. James Leach, of Manchester, will deliver two lectures in the above room, on Sunday, the 24th of December, at two o'clock ; the other in the evening afternoon, at six. ",,"Royton, Chartist Room",53.5652485,-2.1236085,7,Northern Star,16/12/1843,Meeting,,,
,,,,,,,,,,,
"LONDON.   An harmonic meeting will be held at the Feathers, Warren-street, Tottenham-court-road, on Tuesday, Dec. 26th, 1843, at eight o clock. The proceeds to be given to J. Williams, of Kirkdale.",,Feathers ,51.5242774,-0.1384081,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"Golden Lion, Dean street, Soho.   On Sunday, Dec. 24th, Mr. Davoc will lecture at half-past seven precisely.",,"Golden Lion, Dean Street, Soho",51.5125274,-0.1315594,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"SOUTH LONDON.  On-Sunday (to-morrow)-evening, a lecture will be delivered  On Free Hade fallacies, at the South London  Chartist Hall,-Blackfriars  Road. To commence at seven o clock.",,South London,51.501282,-0.104625,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"NOTTINGHAM.   Miss Abbot will preach a sermon in the Chartist Chapel, Rice-place, Dec. 25th at six o clock in the evening.",,Nottingham,52.9549771,-1.1511066,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"LOUGHBOROUGH.   The Chartists of this place are requested to meet at Mr. T. Swan s, Bass-yard, Wood-gate, on Christmas day,, at eight o olock in the evening. The friends are also requested to collect what tribute they can in their various localities and bring it on Sunday, December 31st, to the house of Mr. T. Swan, Base-yard, Wood-gate, at three in the afternoon.",,Loughborough,52.7723859,-1.2077985,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"HALIFAX. - Mr. S. Kidd will deliver two lectures in the Chartist Association Room, Pellan-lane, on Sunday, to-morrow, in the afternoon at two o clock, and in the evening at six.",,Halifax,53.725,-1.863,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"KEIGHLEY.   Mr. David Ross, of Leeds, will deliver two lectures in the Working Man s Hall, Keighley, on Sunday, the 24th, (to-morrow), at two o clock in the afternoon, and at half-past five in the evening.",,Keighley,53.8684021,-1.9020456,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"On Monday, (Christmas-Day), the members and friends of the Institution will partake of tea in the hall, at Keighley, at which Mr. Ross will preside.",,Keighley,53.8684021,-1.9020456,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"SOUTH LANCASHIRE CONFERENCE.   A Conference of delegates from the various localities in South Lancashire, will be holden in the Association Room, Cheapside, near the Corn Exchange, Great Bolton, on Sunday, the 31st inst.",,Manchester,53.4791466,-2.2447445,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"Mr. Jones, of Liverpool, will visit the following places during the next week:  Huddersfield, Tuesday, the 26th ; Halifax, Wednesday, the 27th; Todmorden, Thursday, the 28th ; Rochdale, Friday, the 29th.",,Mr,,,7,Northern Star,23/12/1843,Tour,,,
,,,,,,,,,,,
"MIDGLEY.   Mr. Benjamin Rushton, of Ovenden, will preach twice in the Chartist Association Room, Midgley, on Sunday, the 31st inst., at two o clock in the afternoon, and six in the evening.",,Midgley,53.6283388,-1.590966,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"LOCKWOOD.   A Chartist Ball will be held in the Long Room, Shipwreck Inn, on Tuesday, the 25th instant.",,Lockwood,53.6343627,-1.7964201,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"The Meeting between Messrs. Hobson, Calvert, and Pennington, which was noticed to come off on Sunday, the 24th inst., is further put off to Sunday, the 31st inst., as Mr. Hobson cannot attend before that time",,Lockwood,53.6343627,-1.7964201,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
HEBDEN BRIDGE.   A Chartist tea party and ball will be holden on Christmas Day.,,Hebden Bridge,53.7407227,-2.0093753,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"YORK. - The Chartists of York are requested to meet on Tuesday, December 26th, at the Ebor Tavern, Fossgate.",,York,53.9583807,-1.0786396,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"LONG BUCKBY, NORTHAMPTONSHIRE.   The Working Man s Hall, Long Buckley, will be opened on the 26th inst., with a tea party and ball. Messrs. Bairstow and Parks will deliver addresses. Mr. Bairstow will lecture on the following evening.",,"Long Buckby, Northamptonshire",52.30024,-1.08049,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"HOLLINWOOD.   A tea party will be held in the Chartist Room, Pew Nook, Hollinwood, on Monday, the 1st of January, 1844.",,Hollinwood,53.5182362,-2.1418375,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"HYDE.   On Sunday, the 24th inst., a lecture will be delivered in the Working Man s Institution, Hyde; to commence at six o clock in the evening. The members will meet at two o clock in the afternoon of the same day.",,Hyde,53.4474,-2.082,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"PRESTON.   A public tea-party and ball will take place in the Chartist Association Room, Park-road, on Christmas Day.",,Preston,53.7589938,-2.7051618,7,Northern Star,23/12/1843,Meeting,,,
,,,,,,,,,,,
"LONDON.   LIBERATION OF GEORGE WHITE.  The following meetings will be held to congratulate George White on his liberation, and to receive his renewed pledge of fealty to the Chartist cause : - A General Festival, consisting of Dinner, Concert, and Ball, at the "" Hall,  Turnagain-lane, Skinner-street, on Monday, January the 8th, 1844. Dinner on the Table at four o clock. Feargus O Connor, Esq., will take the chair. Admission, Gentlemen, 2s. Ladies, 1s. 6d. each. To Concert and Ball, 9d. Double Tickets, (Lady and Gentleman,) 1s.",,London,51.5073219,-0.1276474,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"TOWER HAMLETS.   A Public Meeting will take place, in the Hall of Science, Whitechapel, on Tuesday, January the lOth, at seven o clock precisely.",,Tower Hamlets,51.5239026,-0.0673992,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"HOLLINWOOD.   A tea party will take place in the Chartist Room, Pew Nook, Hollinwood, on Monday, the 1st of January, 1844.",,Hollinwood,53.5182362,-2.1418375,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"BIRMINGHAM.   GEORGE WHITE S LIBERATION.  A grand tea party and ball will be held at the Mechanic s Institute, Birmingham, on Monday, January 15th, 1844, in honour of Mr. George White, and to commemorate his release from the Queen's Bench Prison. Feargus O'Connor, Esq., will also attend.",,Birmingham,52.4813679,-1.8980726,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"ROYTON.   Mr. Augustus Frederick Taylor will deliver the first of a course of three lectures on Sunday, the 7th of January, 1844, in the Chartist Room, Royton.",,Royton,53.5652485,-2.1236085,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"KEIGHLEY. The. next delegate meeting of the Keighley District will be holden in the Working Man s Hall, Sun-Street, Keighley, on Sunday, Jan. 7th, 1844, at ten o clock in the forenoon.",,Keighley,53.8684021,-1.9020456,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"ON SUNDAY, December 31st, Mr. Skelton will lecture at the Golden Lion, Dean-sireet, Soho.",,"On Sunday, December 31st, Mr",51.5125274,-0.1315594,7,Northern Star,30/12/1843,Meeting,,,
,,,,,,,,,,,
"SOUTH LANCASHIRE CONFERENCE.   A conference of delegates from the various localities in South Lancashire, will be holden at Bolton on Sunday, (to-morrow) at ten o clock in the forenoon. It ia requested that each place will send at least one delegate. We could like to see the following places represented :  Wigan, Hindley, West-Haughton, Leigh, Chowbent, Tyldesley Banks, Asuley, Warrington, Prescot, Liverpool, &c.",,Bolton,53.577694,-2.4288874,7,Northern Star,30/12/1843,Meeting,,,
